293097098,26926343
4093289972,26926343
4124426937,26926343
3920048778,26926343
1280866841,26926343
36203530,26926343
2334316388,26926343
2154097157,26926343
273449070,26926343
1199513,26926343
43892265,26926343
228641090,26926343
3527773613,26926343
21019053,26926343
13500427,26926343
9682092,26926343
3150691571,26926343
1452743947,26926343
319561103,26926343
2927493038,26926343
298000292,26926343
503715665,26926343
2224003281,26926343
537548369,26926343
143673051,26926343
2257622145,26926343
249500961,26926343
1281805,26926343
329676745,26926343
579741096,26926343
297508666,26926343
1192257737,26926343
1985333456,26926343
7228692,26926343
205012219,26926343
2086664940,26926343
223012290,26926343
1465452505,26926343
257980477,26926343
1595764437,26926343
211143011,26926343
36091320,26926343
7368974,26926343
1015189384,26926343
47218101,26926343
270330533,26926343
271681494,26926343
1198560039,26926343
284188835,26926343
221746733,26926343
229866405,26926343
197063481,26926343
775259531,26926343
750369193,26926343
1532017117,26926343
1485689681,26926343
33991987,26926343
214441189,26926343
263834803,26926343
43920634,26926343
392059242,26926343
1208737116,26926343
1517727184,26926343
368517797,26926343
144100852,26926343
1090055,26926343
143741746,26926343
290592588,26926343
1387460967,26926343
2188824,26926343
9601497,26926343
319397129,26926343
206692478,26926343
4815981,26926343
384067400,26926343
32178491,26926343
1219285373,26926343
276878135,26926343
262936527,26926343
2819163,26926343
178945259,26926343
1644509,26926343
1197556813,26926343
54339760,26926343
226338029,26926343
250812253,26926343
52811448,26926343
20907725,26926343
467919888,26926343
201819287,26926343
404954343,26926343
13818602,26926343
177200001,26926343
194634170,26926343
304358049,26926343
524735462,26926343
679218866,26926343
336730755,26926343
563096776,26926343
202304997,26926343
261784424,26926343
488982607,26926343
144534943,26926343
213514182,26926343
224268337,26926343
1214559,26926343
31970329,26926343
15073478,26926343
456652584,26926343
189754514,26926343
19894560,26926343
19901413,26926343
245627392,26926343
22982324,26926343
271687602,26926343
178517039,26926343
268506033,26926343
6143355,26926343
55092301,26926343
18874497,26926343
448234376,26926343
14649675,26926343
330185176,26926343
1980276,26926343
183240355,26926343
234429922,26926343
2958111,26926343
282124890,26926343
232530708,26926343
53526364,26926343
6538308,26926343
2547430,26926343
43053480,26926343
175234560,26926343
3005424,26926343
258216054,26926343
291824994,26926343
40794081,26926343
35352955,26926343
23034428,26926343
229765535,26926343
32273339,26926343
3209680,26926343
271755360,26926343
33676804,26926343
248661859,26926343
8119778,26926343
3736318,26926343
222803155,26926343
17182879,26926343
843925,26926343
9518868,26926343
30730021,26926343
7746744,26926343
301529,26926343
18474262,26926343
8637567,26926343
24993681,26926343
1100010,26926343
32904314,26926343
31314909,26926343
4199594,26926343
22050639,26926343
1387324,26926343
2172835,26926343
5490881,26926343
11953303,26926343
26926343,36299
26926343,18483678
26926343,276192188
26926343,208101486
26926343,226338029
26926343,196627926
10809829,193393781
282043761,193393781
679203332,193393781
3670025346,193393781
1637850278,193393781
144855539,193393781
4154754893,193393781
3961113312,193393781
47237565,193393781
2264165254,193393781
294933332,193393781
29441678,193393781
2886646860,193393781
1375637952,193393781
15866433,193393781
2178562394,193393781
1393497534,193393781
4214598085,193393781
1083124054,193393781
445407568,193393781
2348301961,193393781
1820374223,193393781
173927258,193393781
2076923406,193393781
9542891,193393781
2563417,193393781
174781636,193393781
33995566,193393781
1701814447,193393781
2993664826,193393781
4192501386,193393781
474786566,193393781
483598760,193393781
2022616678,193393781
1816216629,193393781
3570800273,193393781
1418564666,193393781
2236740565,193393781
1792152274,193393781
33237731,193393781
4060122570,193393781
594141818,193393781
229315577,193393781
4128681100,193393781
3292900540,193393781
44664447,193393781
3884886079,193393781
1278571690,193393781
248475891,193393781
303060988,193393781
3972017612,193393781
24978748,193393781
